,name,date,votes,all_votes,winner,win_difference
3512,twokinds characters dressed up as fighters from super smash bros.,2018-11-25 21:01:21.296392750+00:00,9,47,False,0
593,triplets in the masquerade at the beach to keep it summer-themed.,2017-07-09 22:09:12.800429657+00:00,9,59,False,0
9212,"the cast of twokinds doing the peanuts christmas dance from ""merry christmas charlie brown""",2020-12-21 01:06:09.453252342+00:00,9,18,False,0
8020,a dentist's nightmare. dragon comes in for dental check-up,2020-08-24 02:02:47.368074741+00:00,9,23,False,0
2345,main cast as kids in a classroom learning the differences of each race.,2018-04-22 22:27:00.794957776+00:00,9,56,False,0
514,several characters get their top and bottom halves swapped with one another.,2017-06-25 19:38:15.280507769+00:00,9,47,False,0
3173,sealeen spikes edinmire's water with her transformation potions.,2018-09-17 00:49:23.527949848+00:00,9,42,False,0
8487,"tk history: sythe's first summer living in a human village, as described in page 828.",2020-10-11 22:17:56.637093837+00:00,9,29,False,0
10100,good morning brutus,2021-04-05 03:28:28.134953503+00:00,8,27,False,0
1107,mrs. nibbly recovering in a wheel chair,2017-10-08 21:15:16.396712793+00:00,8,46,False,0
2131,cast auditions to twokinds: the movie.,2018-03-18 22:53:24.968323938+00:00,8,58,False,0
2099,the female main character from the halfkind comic returns!,2018-03-18 19:59:43.494371184+00:00,8,48,False,0
1794,the main four geared up as a squad in pubg,2018-02-04 21:02:50.450958758+00:00,8,44,False,0
1137,eric convinces iris and her friend to pose for a painting. (the tigresses from page 900),2017-10-08 23:35:18.120786584+00:00,8,37,False,0
6420,eric ref sheet,2020-03-22 21:26:18.542548294+00:00,8,20,False,0
1032,red turned into a canine and getting a tummy rub causing leg kicks.,2017-09-24 22:44:39.598511145+00:00,8,64,False,0
2039,daniels & therie sah-van run away to live together,2018-03-11 20:02:31.818819144+00:00,8,42,False,0
9918,ivy dakimakura,2021-03-21 21:11:21.363027135+00:00,8,26,False,0
2287,kei is turned into a wolf keidran and is arrested by his own men.,2018-04-15 22:07:50.650701556+00:00,8,83,False,0
2205,miss nibley to become a general of crabs,2018-04-08 20:25:59.081272032+00:00,8,60,False,0
1115,"team a drawn in a 1930's style, like cuphead",2017-10-08 22:28:37.419139646+00:00,8,40,False,0
2368,"everyone’s winter coats have started shedding off, now everything is coated in a layer of fur",2018-04-22 23:54:33.127622235+00:00,8,38,False,0
5355,the explorers arrive at the tiger village and receive a warm welcome from the locals,2019-11-11 00:21:52.783873324+00:00,8,14,False,0
2256,"sealeen tries to use her potions to brew coffee for landen, but it goes horribly wrong.",2018-04-15 20:04:28.540722771+00:00,8,63,False,0
10201,ivy dakimakura,2021-04-12 00:27:15.493609028+00:00,8,30,False,0
10028,genderswap sam and colin.,2021-04-04 21:41:18.457258680+00:00,8,34,False,0
5281,karen asks sythe what he thinks of maren,2019-11-03 22:48:42.405331100+00:00,8,15,False,0
10939,the biological differences of mekkan's species.,2021-07-04 20:27:06.907783087+00:00,8,20,False,0
10008,ivy dakimakura,2021-04-04 21:41:18.457258680+00:00,8,29,False,0
2026,special massage redux,2018-03-05 00:51:37.134059316+00:00,8,49,False,0
10808,the biological differences of mekkan's species.,2021-06-20 21:15:24.791307600+00:00,8,28,False,0
1299,some other male fox keidran,2017-11-05 21:08:56.565389870+00:00,8,58,False,0
303,diplomat sythe regrets his life choices as he is buried in paperwork.,2017-05-21 21:12:45.581820782+00:00,8,69,False,0
294,sythe snoozing in a field of flowers with nibbly,2017-05-21 19:39:13.796519062+00:00,8,71,False,0
291,templar airship (existence totally confirmed on pg34),2017-05-21 19:39:13.796519062+00:00,8,61,False,0
2751,toms birthday: page 92 - redrawn,2018-06-24 21:40:13.463051533+00:00,8,42,False,0
9083,hide and seek with ms nibbly! she is hidden somewhere in the picture,2020-12-14 00:53:53.467701093+00:00,8,24,False,0
2586,"after leaving her tribe, therie sah-van joins the guards to protect her new husband.",2018-06-10 20:02:06.470659224+00:00,8,49,False,0
11708,"wolf maren cuddling sythe in bed, she tells him that it’s purely instinct even though she refuses to let go.",2021-10-04 03:00:58.962350374+00:00,8,22,False,0
8869,doomguy and his bunny part ii: anthro daisy and the doom slayer hanging out in the fortress of doom. (maybe with samuel hayden in the background),2020-11-22 23:57:36.912202643+00:00,8,23,False,0
1376,iris and her friend quiz therie about what she has learned about the humans (daniels).,2017-11-12 22:08:29.456514053+00:00,8,46,False,0
258,adira mothers day gift,2017-05-14 22:23:48.194370767+00:00,8,51,False,0
9484,drinking contest part 2: a patron of the bar notices a very drunk windstraw and takes it as their one and only chance to give her a belly rub!,2021-01-25 00:11:09.393622957+00:00,8,27,False,0
21,twokinds crossed with mlp somehow. ¯\_(ツ)_/¯,2017-03-26 22:34:34.531535468+00:00,8,38,False,0
11,namah and lilith from dreamkeepers,2017-03-26 21:11:16.058936550+00:00,8,54,False,0
657,group a at the beach since it is summer,2017-07-17 00:57:17.838166493+00:00,8,33,False,0
806,maren bikini pin-up,2017-08-20 19:40:59.041121700+00:00,8,56,False,0
6571,good morning adira,2020-04-12 21:15:43.047868213+00:00,8,30,False,0
9754,brutus taken a picture with the actors after his final shot.,2021-02-15 01:53:29.431398233+00:00,8,32,False,0
356,wrinry getting here wings back.,2017-06-05 01:50:14.107903050+00:00,8,37,False,0
11621,wolfgirl asks human for a date,2021-10-03 21:44:52.285205523+00:00,8,23,False,0
703,female characters back fur patterns,2017-07-30 22:57:43.397246745+00:00,8,49,False,0
2838,"sam hid doggy treats in her room and locking herself with colin. ""its a trap!""",2018-07-15 22:41:07.774261574+00:00,8,65,False,0
6774,doomguy and his bunny 2: the doom slayer and anthro daisy hanging out in the fortress of doom,2020-05-03 22:20:24.390806807+00:00,8,24,False,0
910,wrinry gets her wings back.,2017-09-10 21:45:56.745981717+00:00,8,49,False,0
10395,"a minor diplomatic incident occurs when the tiger diplomatic party is invited to the legacy estate for negotiations. where they are introduced to the legacys, much to iris's embarrassment.",2021-05-16 23:50:43.445349639+00:00,8,25,False,0
3117,"the human explorer hugs one of the snow leopard's fluffy tails, causing a minor diplomatic incident",2018-09-09 23:08:08.075558020+00:00,8,46,False,0
2767,twokinds confirmed for super smash bros ultimate,2018-06-24 22:52:43.225474232+00:00,8,59,False,0
1870,ms. nibbly sleeping on karen's face like a kitten,2018-02-11 22:26:15.339837687+00:00,8,49,False,0
1840,nibbly gets a small pile of acorns and is ecstatic.,2018-02-05 00:02:59.133891030+00:00,8,39,False,0
2902,squirrel girls from sequential art,2018-08-06 00:29:26.704196201+00:00,8,40,False,0
11954,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-11-08 02:42:41.081844495+00:00,8,26,False,0
11512,vehra desperately trying to remember herself by feverishly attempting to draw a picture of what she recalls of her home on the isles on the wall of her room. ,2021-09-19 21:52:28.559173218+00:00,8,34,False,0
2535,"the team plays beach ball, on a summer day.",2018-05-20 21:10:33.311171021+00:00,8,42,False,0
1514,ms. potts uses a stepladder to pet colin,2017-12-10 22:27:17.769030883+00:00,8,41,False,0
2457,karen takes fem fur red out shopping for some new clothes! (much to red's displeasure),2018-05-13 20:11:31.748206539+00:00,8,57,False,0
9391,more keidrens in hoodies with fluff butts,2021-01-10 23:48:07.627680180+00:00,8,35,False,0
2970,scarlet & the other sequential art squirrel girls,2018-08-12 23:20:38.185857563+00:00,8,34,False,0
11484,"wolf maren cuddling sythe in her sleep, she tells him it’s purely instinct even though she refuses to let go. ",2021-09-13 02:46:18.647019657+00:00,8,24,False,0
1385,"karen and maren, a not so normal day in the tavern. because lizardfolk cleric happened/walks in.",2017-11-12 23:17:14.254945839+00:00,8,43,False,0
482,tigress trance as wonder woman,2017-06-18 21:01:54.182712289+00:00,8,65,False,0
3801,(sam & colin watch tv followup) sam&colin meet their favorite 2k actors. sam fangirls out.,2019-01-06 21:02:45.352787166+00:00,8,48,False,0
3218,sam trips into colin’s arms leaving two flushed individuals.,2018-10-14 20:01:09.431946659+00:00,8,53,False,0
4456,"for easter, some of the cast dresses up as rabbits.",2019-04-07 21:53:59.690813385+00:00,8,49,False,0
7710,sythe stuck in a zoo as an exhibit,2020-08-03 00:57:55.955278487+00:00,8,17,False,0
3866,"euchre experiments with his perfect transformation, but gets stuck as a basitin.",2019-01-13 21:00:17.472405339+00:00,8,45,False,0
3845,unexpected sexual tension manifests when older karen runs into older madelyn in the hot spring.,2019-01-07 00:41:14.453193750+00:00,8,48,False,0
4112,"king adalaide as an unbeatable dungeon boss, or a dark queen look to her. ",2019-02-11 03:12:32.559740454+00:00,8,41,False,0
7071,a wolf soldier and human soldier dueling on the battlefield.,2020-05-24 21:37:30.425027351+00:00,8,26,False,0
10728,good mornig brutus,2021-06-13 23:15:44.876760374+00:00,8,28,False,0
3248,"daniel's, therie & baby on the road: daniel's hunts vs. mamma therie's hunts for food.",2018-10-14 22:31:16.396168483+00:00,8,36,False,0
7564,erilas teaching a mekkan geography class.,2020-07-13 02:08:37.428424217+00:00,8,20,False,0
4640,"a tigress noble joins two male human cartographers map out the tiger territory, similar to lewis and clark with sacajawea. possible journal entry of the human explorers.",2019-04-22 01:36:42.220640701+00:00,8,58,False,0
3335,sythe and red get into a fight and the manner's defense mechanism turns sythe into a human woman and red into a white female wolf,2018-10-28 22:08:21.076294047+00:00,8,47,False,0
6115,madelyn reference sheet,2020-02-23 21:16:44.891912683+00:00,8,23,False,0
3689,"the pizza guy (from chapter 1 or 2) returns to deliver a pizza to the estate, only to be slain again.",2018-12-16 23:40:15.491671430+00:00,8,47,False,0
3451,karen and magpie marveling at the beauty of a chunk of gold. each for their own reason.,2018-11-18 21:02:03.248951741+00:00,8,53,False,0
11236,roberto reference sheet!,2021-07-19 00:38:39.758861199+00:00,8,23,False,0
3193,tigresses reunion (the tigresses discuss about humans),2018-09-17 00:49:23.527949848+00:00,8,42,False,0
3603,"the wolves of winter, do not enter their woods alone after dark. . .t",2018-12-09 22:36:28.719014969+00:00,8,37,False,0
3580,karen likes what she sees in magpie's shop. maren doesn't approve.,2018-12-09 21:05:38.320427102+00:00,8,57,False,0
5751,riftwall during the holidays,2019-12-16 00:59:10.473648021+00:00,8,18,False,0
7869,sythe stuck in a zoo as an exhibit.,2020-08-16 22:34:35.164541116+00:00,8,24,False,0
32,messenger lynn as phoenix wright (ace attorney),2017-04-09 20:37:55.190532934+00:00,7,54,False,0
7508,shiro ogami from brand new animal,2020-07-06 02:22:03.453672329+00:00,7,15,False,0
10663,amelia finds windstraw taking a bath in the sink along with the dishes she’s supposed to be washing.,2021-06-07 04:25:43.394859826+00:00,7,26,False,0
3454,the main four enjoy a nice toasty bonfire,2018-11-18 22:38:24.727572343+00:00,7,44,False,0
8621,a dentist's nightmare. dragon comes in for dental check-up,2020-10-19 01:57:21.852372696+00:00,7,24,False,0
417,lt alice reed having a day off and being cozy in her home.,2017-06-11 21:07:51.221750866+00:00,7,31,False,0
7360,erilas against the glass.,2020-06-21 22:25:54.960175468+00:00,7,19,False,0
792,no,2017-08-20 19:37:56.065028222+00:00,7,23,False,0
3483,twokinds cast rockwell thanksgiving,2018-11-19 00:14:34.495572498+00:00,7,40,False,0
9550,"a minor diplomatic incident occurs when the tiger diplomatic party is invited to the legacy estate for negotiations. where they are introduced to the legacys, much to iris's embarrassment. ",2021-01-25 04:07:26.042456475+00:00,7,26,False,0
3203,"dust from ""dust an elysian tail"" dressed as the scariest thing he can think of: fidget. fidget is not amused. bonus points for fidget in a dust costume.",2018-10-14 20:01:09.431946659+00:00,7,50,False,0
773,landan the coffee knight,2017-08-13 23:04:50.218377858+00:00,7,50,False,0
1548,mrs. nibbly in her nest of stolen underwear,2017-12-17 21:42:52.961444431+00:00,7,49,False,0
3634,genderswapped sam & colin.,2018-12-10 01:01:49.413387669+00:00,7,43,False,0
3620,dark archmage maren,2018-12-09 23:49:58.401174387+00:00,7,42,False,0
1204,magic enforced halloween shenanigans,2017-10-17 00:04:41.882246383+00:00,7,28,False,0
1430,a fully grown male dragon.,2017-11-19 21:14:00.680232302+00:00,7,61,False,0
3650,krystal in full assault gear ready for combat!,2018-12-16 21:08:51.371820962+00:00,7,36,False,0
11352,magpie showing off her collection of all mekkan's different currency.,2021-09-06 02:52:27.459815576+00:00,7,24,False,0
241,ms. nibbly sleeping on karen's face like a kitten,2017-05-14 19:59:27.436873320+00:00,7,74,False,0
6538,doomguy and his bunny update: the slayer and daisy hanging out in the fortress of doom,2020-04-06 03:08:27.303778320+00:00,7,16,False,0
11095,the biological differences of mekkan's species.,2021-07-11 23:29:12.283586965+00:00,7,24,False,0
3265,sythe & red get into a fight & the manner's defense mechanism turns sythe into a human woman & red into a white female wolf,2018-10-14 23:56:12.470600422+00:00,7,31,False,0
3345,the girls run a maid café,2018-10-28 23:28:42.825447599+00:00,7,40,False,0
3733,"""good guy"" guy: guy helps a wasted keidran red to the inn, while refusing her drunken curious advances.",2018-12-23 22:35:55.329903608+00:00,7,47,False,0
3768,"snow leopard village guy returns the gesture by hugging adventurer lady's new fluffy tail, much to her surprise!",2018-12-24 01:00:52.209421607+00:00,7,38,False,0
11680,sythe and nibbly as doomguy and his pet rabbit daisy (alive),2021-10-04 00:26:54.467537306+00:00,7,21,False,0
1378,pet daughter 1.75: graduation,2017-11-12 22:08:29.456514053+00:00,7,54,False,0
1351,eric convinces iris and her friend to pose for a painting. (the tigresses from page 900),2017-11-06 00:53:52.889014155+00:00,7,52,False,0
10999,roberto ref. sheet!,2021-07-05 00:19:17.917947528+00:00,7,22,False,0
8925,"karen shows a different side to herself, telling madelyn about her private fears & insecurities hiding under the happy exterior while they're trapped in the dungeons.",2020-11-23 02:46:32.998892769+00:00,7,25,False,0
9967,the biological differences of mekkan's main species.,2021-03-22 01:44:51.115335646+00:00,7,28,False,0
7724,a cute kobold girl!,2020-08-03 02:37:13.738839731+00:00,7,18,False,0
7786,the templars have deployed a new tactic to capture feline keidran. the “pspsps” call.,2020-08-09 22:26:50.880524815+00:00,7,28,False,0
9930,karen demands to speak with the manager of twokinds.,2021-03-21 23:42:59.864908997+00:00,7,32,False,0
3995,what if: sealeen & lynn family portrait,2019-02-03 21:49:19.244231455+00:00,7,57,False,0
1760,now presenting your majesty nibbly. basically a royal squirrel. ,2018-01-21 23:41:37.367010331+00:00,7,50,False,0
1911,king madness makes good & gives landen all the coffee they can drink,2018-02-18 21:02:14.482272429+00:00,7,49,False,0
10433,brutus ref sheet,2021-05-17 03:16:19.191226354+00:00,7,23,False,0
10400,seer's daughter first time using her powers,2021-05-17 02:04:17.245532144+00:00,7,22,False,0
8261,everybody plays among us,2020-09-20 20:12:32.345967329+00:00,7,22,False,0
1896,sythe & nibs go on a valentines date.,2018-02-12 01:00:54.622676335+00:00,7,38,False,0
6387,colin and sam from project half-stop get a sudden species swap; sam continues to taunt a fluatered colin.,2020-03-22 20:12:08.336386154+00:00,7,16,False,0
2284,return of the main character from halfkind: tom's pre-comic before twokinds,2018-04-15 22:07:50.650701556+00:00,7,62,False,0
4140,cute panda/red panda keidran,2019-02-17 21:03:31.311546809+00:00,7,80,False,0
8177,human explorer/snow leopard chieftain's son snuggle for warmth in a cave during a blizzard.,2020-09-13 23:10:45.135656062+00:00,7,23,False,0
2004,"karen: the first fourkind! (human, keidran, basitin, & dragon)",2018-03-04 23:25:24.567696766+00:00,7,47,False,0
6342,"sythe meets squirrel maren, he’s not sure how to feel about the change, but his tail is wagging for some reason.",2020-03-16 02:01:44.401845970+00:00,7,20,False,0
1676,first victim of the legacy estate's defenses.,2018-01-14 21:52:59.747359845+00:00,7,56,False,0
9925,doomguy and his bunny part 2: the slayer and anthro daisy hanging out in the fortress of doom,2021-03-21 21:11:21.363027135+00:00,7,23,False,0
2239,canary in a neutral mind: a bird moves in behind neutral's mask.,2018-04-09 02:06:48.767839462+00:00,7,23,False,0
4217,what if: sealeen & lynn family portrait,2019-03-03 21:56:58.442548813+00:00,7,50,False,0
6415,the solider from basitin flirting learning how to properly flirt with a basitin.,2020-03-22 21:26:18.542548294+00:00,7,17,False,0
9127,sam visits colin's family to celebrate christmas eve together.,2020-12-14 04:34:08.052336153+00:00,7,30,False,0
8563,flor meets tigger and tries to bounce on her tail like he can,2020-10-18 20:32:13.816869065+00:00,7,25,False,0
8570,eric sums up his sneptember challenge.,2020-10-18 23:06:48.471237447+00:00,7,26,False,0
9070,the chimera swapping out her appendages for more winter-ready alternatives.,2020-12-14 00:53:53.467701093+00:00,7,28,False,0
4418,"maren gets anthro-nibblified! except she doesn't realise it, and the others are trying to avoid her realising...",2019-03-18 00:58:07.285691107+00:00,7,67,False,0
8660,"jealous nibbly decides if sythe likes humans, she'll turn human!",2020-10-25 20:06:11.378807296+00:00,7,24,False,0
9721,modern tk world. basitin bois sneaking to peek some keidran feetpaws,2021-02-14 23:56:45.059357751+00:00,7,26,False,0
9256,"cow sam, tied to a post, is up for ""his"" first milking, and on the job is non-other than brutus. brutus is excited to try something new. sam, not so much.",2021-01-03 21:14:53.136222091+00:00,7,28,False,0
4565,adira meets windstraw kidwell (a forgotten concept character tom made once),2019-04-14 23:42:22.538874529+00:00,7,47,False,0
2901,"redraw of the last panel on comic page 694 from chapter 15, w/ the trio hugging.",2018-08-06 00:29:26.704196201+00:00,7,38,False,0
6290,"squirrelified maren sequel: maren has the urge to steal everyone's clothing, and starts with scythe.",2020-03-09 01:02:15.533083341+00:00,7,17,False,0
2824,"""dogs playing poker"" famous painting parodied with dog/wolf keidran",2018-07-15 21:16:41.269612983+00:00,7,61,False,0
10367,amelia rewards windstraw's hard work at the tavern with some vigorous petting,2021-05-16 21:44:19.145160565+00:00,7,30,False,0
4651,wolf,2019-05-05 19:50:41.060852200+00:00,7,7,True,0
11983,"the cast model twokinds fashion, from extravagant mage-wear to noble keidran attire.",2021-11-14 22:12:52.156335557+00:00,7,36,False,0
5256,a sequel to lingerie proposal,2019-11-03 21:29:15.077264742+00:00,7,16,False,0
5797,a sequel to lingerie proposal,2020-01-05 21:18:32.504671785+00:00,7,21,False,0
6227,templars attack the tiger village and the explorers must defend their new home - but are they equally committed?,2020-03-08 21:21:14.568796233+00:00,7,12,False,0
864,team a at an arcade.,2017-08-27 20:57:03.531119374+00:00,7,65,False,0
11911,"scarlet doubles down on her bet, loses, and ends up having to spend a week living in a keidran settlement, traditional clothes (or lack therefor of) and all. ",2021-11-08 01:37:11.515622008+00:00,7,28,False,0
12106,anklet of humanification - the return of vehra,2021-11-22 00:41:04.074092985+00:00,7,24,False,0
11379,good morning amelia,2021-09-06 04:00:32.176678542+00:00,7,21,False,0
4945,the return of pet daughter: confusion on what to wear on her first date,2019-07-14 23:18:54.643787134+00:00,7,27,False,0
10624,the biological differences of mekkan's main species.,2021-06-07 00:01:38.061988710+00:00,7,21,False,0
5768,a husky keidran in a wintry forest.,2019-12-16 02:07:00.966836437+00:00,7,22,False,0
5443,sequel to lingerie proposal,2019-11-18 00:26:53.059263870+00:00,7,14,False,0
5320,"re-draw of the gobble gobble comic page back in november 30, 2013",2019-11-04 02:05:35.654934843+00:00,7,13,False,0
10849,rivet from ratchet and clank drawn in tom's style. ,2021-06-20 23:55:06.909045035+00:00,7,23,False,0
10717,the first time humans and basitins encountered each other,2021-06-13 21:22:47.081741799+00:00,7,28,False,0
5573,redux of 'gobble gobble',2019-11-25 01:30:56.978097670+00:00,7,16,False,0
10900,can we get a reference sheet for our beach loving crab roberto,2021-06-21 03:57:26.646072361+00:00,7,24,False,0
1056,team b plays poker,2017-09-25 00:45:17.020158780+00:00,7,41,False,0
810,the twokinds cast dressed as the major characters from borderlands 2,2017-08-20 21:58:45.374652064+00:00,7,47,False,0
11205,the human king,2021-07-18 22:49:52.923570191+00:00,7,25,False,0
998,"in light of the recent new keidran types, how about a coyote keidran that loves to bake cupcakes",2017-09-18 01:57:11.430304911+00:00,7,42,False,0
2663,red & sythe dressed as han solo & chewbacca. except that red is chewie,2018-06-17 20:39:02.714569657+00:00,6,53,False,0
11166,"karen finds a deck of many things, despite all warnings she draws a card? what effects does she inflict? ",2021-07-18 21:22:56.956436623+00:00,6,17,False,0
1088,"natflix (just a logo, or mascot or whatever)",2017-10-08 20:37:12.307080671+00:00,6,47,False,0
9458,"nibbly realizes what's going on between maren and sythe, now nibbly tries get between them and stop them from engaging in an intimate moment.",2021-01-24 21:46:14.830651980+00:00,6,34,False,0
11868,sam and collin out for walkies. enjoying a fall stroll in a park walking through the leaves.,2021-11-07 21:41:39.711915110+00:00,6,31,False,0
1079,"madelyn, landen, & sealeen; tea(coffee) party.",2017-10-08 20:37:12.307080671+00:00,6,49,False,0
7078,the explorers study ancient wall paintings in company of tigress,2020-05-24 21:37:30.425027351+00:00,6,27,False,0
2398,seraphina in sienna's unchained outfit from warhammer: vermintide 2,2018-05-06 22:05:01.943006749+00:00,6,26,False,0
9273,little red riding hood maren meets the bad wolf sythe on the way to her grandmother,2021-01-04 00:10:34.209153112+00:00,6,32,False,0
156,karen trying to teach nibbly a doggy trick ,2017-04-24 01:02:13.634106529+00:00,6,56,False,0
8105,sythe stuck in a zoo as an exhibit.,2020-09-06 21:30:26.292371140+00:00,6,22,False,0
9383,"windstraw enters a drinking competition to help the bar get more visitors, but gets drunk after one shot.",2021-01-10 23:48:07.627680180+00:00,6,34,False,0
1092,wrinry getting her wings back.,2017-10-08 20:37:12.307080671+00:00,6,46,False,0
3184,happy families au: euchre and mary happily play with their new daughter,2018-09-17 00:49:23.527949848+00:00,6,41,False,0
2450,sythe in diplomatic regalia riding a super sized nibbly doing the akira power slide.,2018-05-13 20:11:31.748206539+00:00,6,49,False,0
6323,the solider from basitin flirting learning how to properly flirt with a basitin.,2020-03-15 23:47:29.375153514+00:00,6,18,False,0
3532,thanksgiving with the two kinds group,2018-11-25 22:27:43.013983410+00:00,6,36,False,0
5469,"sam asks colin for help getting a book from a high shelf. much to her surprise, colin helps by lifting sam up instead of getting the book down.",2019-11-18 02:24:06.928006854+00:00,6,11,False,0
428,ms. nibbly sleeping on karens face like a kitten,2017-06-11 22:40:01.232134470+00:00,6,46,False,0
3469,karen getting even more animal traits,2018-11-19 00:14:34.495572498+00:00,6,60,False,0
787,team b playing beach volleyball.,2017-08-14 00:29:55.044529405+00:00,6,47,False,0
5227,sealeen finally falls out of the manor tree! luckily she's caught by lynn.,2019-10-14 00:29:12.406476385+00:00,6,15,False,0
9730,indiana jones movie poster with twokinds characters,2021-02-14 23:56:45.059357751+00:00,6,26,False,0
5145,"colin and sam are subject to an unexpected species swap. colin is flustered, while sam starts playing with him.",2019-10-07 00:32:09.605906098+00:00,6,19,False,0
5150,the explorers arrive at a tiger village and receive a warm welcome from the locals. ,2019-10-13 20:15:08.518644558+00:00,6,19,False,0
563,duel of the fates: twokinds edition!,2017-06-25 23:01:33.089408584+00:00,6,44,False,0
7383,"squirrel maren cuddling sythe, who is unsure how to feel about it",2020-06-22 00:05:12.256417058+00:00,6,15,False,0
693,"♂ to ♀ lineup c (eric, alarik, keiren and newcomer carver)",2017-07-30 21:28:13.866563976+00:00,6,47,False,0
500,couples dancing,2017-06-18 23:48:00.733812033+00:00,6,54,False,0
1717,group b find themselves changed by a prank pixie!,2018-01-14 23:57:11.336804041+00:00,6,41,False,0
10629,amelia rewards windstraw's hard work at the tavern with some vigorous petting,2021-06-07 00:01:38.061988710+00:00,6,24,False,0
2267,show us general keiser’s body : cornelius showing off for cathleen. (sequel to western attire),2018-04-15 20:04:28.540722771+00:00,6,54,False,0
4241,origami nibbly.,2019-03-03 23:20:50.817894144+00:00,6,52,False,0
1894,wrinry as a baby dragon,2018-02-12 01:00:54.622676335+00:00,6,26,False,0
1596,madelyn reaches pickpocket level 100,2018-01-07 21:31:03.954832693+00:00,6,65,False,0
1746,sirius “talking to himself”,2018-01-21 22:42:50.277799730+00:00,6,48,False,0
7714,"puppy brutus, proudly marching around on all 4s with a stick in his mouth",2020-08-03 00:57:55.955278487+00:00,6,23,False,0
10645,"sealeen and seraphina attempt to rouse landen, who has run out of coffee.",2021-06-07 02:22:39.990393840+00:00,6,27,False,0
10017,cute demon. shadow nibbs in anthro form.,2021-04-04 21:41:18.457258680+00:00,6,30,False,0
10059,remus wearing the cone of shame after his run in with nibs,2021-04-04 23:29:38.195591395+00:00,6,24,False,0
4158,the mains as characters of world of warcraft ,2019-02-17 22:42:40.645480040+00:00,6,30,False,0
2157,sealeen dressed up & lookin' pretty.,2018-03-19 01:17:20.668766821+00:00,6,39,False,0
2327,return of the main character from halfkind: tom's pre-comic before twokinds,2018-04-22 21:06:51.442478732+00:00,6,47,False,0
4287,"eric ""studies"" chimera to see what kind of keidran she actually is, and he also adds a new painting to his collection",2019-03-04 02:16:39.016922754+00:00,6,45,False,0
4131,"keidran nibbly gets a tummy ache, sythe comforts her with a belly rub.",2019-02-11 05:07:09.837535577+00:00,6,29,False,0
10642,redraw the last panel of page 223 (demon dragon),2021-06-07 02:22:39.990393840+00:00,6,30,False,0
2067,"dust: an elysian tail, dust accidentally turned into a nimbat by fidget.",2018-03-11 22:20:50.280200432+00:00,6,43,False,0
4889,adira as a burlesque dancer,2019-07-14 20:05:02.867498720+00:00,6,19,False,0
3141,"the assassin brothers, but instead, they have to share one body",2018-09-16 21:22:59.399161481+00:00,6,51,False,0
4744,world war ii pin-up maren as sexy french maquis resistance freedom fighter,2019-05-12 20:14:48.205672464+00:00,6,23,False,0
6106,madelyn reference sheet,2020-02-17 01:31:32.589611242+00:00,6,22,False,0
6303,"magic gone wrong: seraphina has become human, and sealeen and landen are adrakists!",2020-03-15 21:25:37.810727146+00:00,6,24,False,0
9345,a dentist's nightmare. dragon comes in for dental check-up,2021-01-04 02:53:05.437801834+00:00,6,27,False,0
4851,cathleen telling cornelius she’s with child,2019-06-30 21:48:22.906570385+00:00,6,19,False,0
4641,"nibbly as an adrakist, learning to fly.",2019-04-22 01:36:42.220640701+00:00,6,49,False,0
11766,"succubus maren gives her victim sythe the choice of what to play with him, trick or treat",2021-10-10 23:52:29.177745044+00:00,6,29,False,0
6655,the tiger village falls under human attack and the explorers must defend their new home,2020-04-19 20:20:55.491657497+00:00,6,19,False,0
1835,nibbly rocking out to some metal. \m/,2018-02-05 00:02:59.133891030+00:00,6,39,False,0
8844,"the first basitan thanksgiving: long ago, a basitan leader defeated the giant, feathered creature that terrorized basitan island. the entire island gathered for a celebratory feast",2020-11-22 22:19:05.204719348+00:00,6,23,False,0
5047,cathleen telling cornelius she’s pregnant ,2019-08-19 01:54:04.153038564+00:00,6,15,False,0
1948,wolf red’s primal instincts kick in & he chases his tail,2018-02-18 22:51:17.237831327+00:00,6,52,False,0
10405,nibbly in messing with the voting system,2021-05-17 02:04:17.245532144+00:00,6,25,False,0
10523,a redraw of the last panel of page 223. (badass demon dragon),2021-05-24 02:55:44.451990921+00:00,6,32,False,0
6075,"the human solider from ""basitin flirting "" attempts to learn how to properly flirt with a basitin.",2020-02-17 01:05:45.804426800+00:00,6,20,False,0
10813,rivet (ratchet and clank rift apart) crosses paths with the bastions. but they are all debating if she’s a bastion like them or a alien.,2021-06-20 21:15:24.791307600+00:00,6,25,False,0
1293,"wrinry finally wears some clothes, much to her annoyance.",2017-11-05 21:08:56.565389870+00:00,6,47,False,0
1222,star wars meets 2kinds! remake the classic movie poster w/ the cast,2017-10-22 20:13:43.642304198+00:00,6,52,False,0
870,scythe trying to teach mrs. nibbly a doggy trick,2017-08-27 23:12:50.243073534+00:00,6,58,False,0
11830,kris and susie from deltarune fell into the twokinds world,2021-10-11 03:52:39.165072491+00:00,6,23,False,0
8401,"twokinds history illustrated: sythe's first summer living in a human village, as he described in page 828.",2020-10-05 01:17:03.354470477+00:00,6,28,False,0
11056,roberto reference sheet!,2021-07-11 21:24:48.938744432+00:00,6,24,False,0
61,mrs. nibbly dressed like yoda,2017-04-10 00:37:59.571059039+00:00,6,36,False,0
